sentId,sentence,label
23243048-bmj-atq121812-2-sentence,"Changes in data recording mean that these figures are probably an underestimate of the true numbers of snakebite injuries in the UK, suggest the authors.",0
23243104-bmj-aoi121112-0-title,Almost 1 in 3 pedestrians  distracted  by mobiles while crossing street,1
23243104-bmj-aoi121112-1-sentence,"Almost one in three pedestrians is distracted by mobile devices while crossing busy road junctions, finds an observational study published online in Injury Prevention.",1
23243104-bmj-aoi121112-2-sentence,"Texting while crossing the road is the most distracting, and potentially most dangerous, activity, prompting the authors to suggest that a low tolerance approach similar to that taken towards drink-driving might be needed.",1
23245397-bc-n121412-0-title,Worries about dementia how hospitalization affects the elderly,3
23245397-bc-n121412-1-sentence,"Older people often worry about dementia and while some risks are known, for example alcoholism or stroke, the effects of illness are less clear.",0
23245397-bc-n121412-2-sentence,"New research published in BioMed Central's open access journal Critical Care looks at illness requiring hospitalization and treatment in the intensive care unit (ICU) and finds that infection or severe sepsis, neurological dysfunction, such as delirium, or acute dialysis are all independently associated with an increased risk of a subsequent diagnosis of dementia.",1
23247977-bmj-sbc121412-0-title,Speed bumps could be a new way to help diagnose appendicitis,1
23247977-bmj-sbc121412-1-sentence,"The presence of pain when travelling over speed bumps is associated with an increased likelihood of acute appendicitis, among patients coming into hospital with abdominal pain, finds a study in the BMJ Christmas issue and published online today.",1
23247977-bmj-sbc121412-2-sentence,Clinical diagnosis of acute appendicitis can be difficult and yet it is the most common surgical abdominal emergency.,0
23249914-uoa-cpv031313-0-title,Chicken pox vaccine saving children s lives,3
23249914-uoa-cpv031313-1-sentence,"The widespread introduction of a chicken pox vaccine in Australia in 2006 has prevented thousands of children from being hospitalized with severe chicken pox and saved lives, according to new research.",3
23249914-uoa-cpv031313-2-sentence,"In a national study of chicken pox admissions at four participating Australian children's hospitals, researchers found the number of children hospitalized with chicken pox or shingles had dropped by 68% since 2006.",0
23250326-luhs-pas012314-0-title,Physical activity significantly extends lives of cancer survivors,3
23250326-luhs-pas012314-1-sentence,"Physical activity significantly extends the lives of male cancer survivors, a new study of 1,021 men has found.",3
23250326-luhs-pas012314-2-sentence,"During the period while the men were followed, those who expended  more than 12,600 kilojoules per week in physical activity were 48 percent less likely to die than those who burned fewer than 2,100 kilojoules per week.",1
23253869-bmj-ssr121812-0-title,Successful solo rock pop stars twice as likely to die early as those in a band,1
23253869-bmj-ssr121812-2-sentence,"And those who died of drug and alcohol problems were more likely to have had a difficult or abusive childhood than those dying of other causes, the findings showed.",1
23254892-w-sae121212-0-title,Snack attack  Eating unhealthy snack foods may affect cancer risk in patients with Lynch syndrome,2
23254892-w-sae121212-1-sentence,A new analysis has found that loading up on snack foods may increase cancer risk in individuals with an inborn susceptibility to colorectal and other cancers.,2
23254892-w-sae121212-2-sentence,"Published early online in CANCER, a peer-reviewed journal of the American Cancer Society, the study suggests that an eating pattern low in snack foods could help these individuals--who have a condition called Lynch syndrome--lower their risk.",2
23257063-bmj-cdl121912-0-title,Cancer diagnosis later in life poses significant risk to offspring,3
23257063-bmj-cdl121912-1-sentence,"Relatives of family members diagnosed with cancer are still at risk of the disease even if the diagnosis came at an older age, suggests a paper published on bmj.com today.",1
23257063-bmj-cdl121912-2-sentence,"It is known that early onset cancer cases carry more hereditary risk than late onset cases, but little is known about whether any familial component exists in cancer at a very old age.",1
23257079-jhm-jhm121912-0-title,Johns Hopkins malpractice study  Surgical  never events  occur at least 4 000 times per year,0
23257079-jhm-jhm121912-1-sentence,"After a cautious and rigorous analysis of national malpractice claims, Johns Hopkins patient safety researchers estimate that a surgeon in the United States leaves a foreign object such as a sponge or a towel inside a patient's body after an operation 39 times a week, performs the wrong procedure on a patient 20 times a week and operates on the wrong body site 20 times a week.",0
23257079-jhm-jhm121912-2-sentence,"The researchers, reporting online in the journal Surgery, say they estimate that 80,000 of these so-called ""never events"" occurred in American hospitals between 1990 and 2010 -- and believe their estimates are likely on the low side.",0
23258790-elf-aai121812-0-title,Asthmatics at increased risk of pulmonary embolism,1
23258790-elf-aai121812-1-sentence,"People with asthma have an increased risk of pulmonary embolism, according to new research.",1
23258790-elf-aai121812-2-sentence,"A new study, published online ahead of print today (20 December 2012) in the European Respiratory Journal, looked at whether people with moderate or severe asthma had an increased risk of developing deep vein thrombosis, or pulmonary embolism.",1
23266529-jaaj-seo122012-0-title,Study examines overuse of ambulatory health care services in United States,0
23266529-jaaj-seo122012-1-sentence,"An analysis of nationally representative survey data found significant improvement in the delivery of underused care, but more limited changes in the reduction of inappropriate care in ambulatory health care settings between 1998 and 2009, according to a report published Online First by Archives of Internal Medicine, a JAMA Network publication.",0
23266529-jaaj-seo122012-2-sentence,"""Given the rising costs of health care, policymakers are increasingly interested in identifying the inefficiencies in our health care system,"" the authors write as background.",0
23273077-dci-smv010213-0-title,Some men voice complaints of shortened penis following prostate cancer treatment,1
23273077-dci-smv010213-1-sentence,"A small percentage of men in a prostate cancer study complained that their penis seemed shorter following treatment, with some saying that it interfered with intimate relationships and caused them to regret the type of treatment they chose.",3
23273077-dci-smv010213-2-sentence,"Complaints were more common in men treated with radical prostatectomy (surgical removal of the prostate) or male hormone-blocking drugs combined with radiation therapy, according to the study by researchers from Dana-Farber/Brigham and Women's Cancer Center (DF/BWCC).",1
